Molecule,Molecule List Name,Replicate Name,Precursor Mz,Precursor Adduct,Precursor Charge,Fragment Ion,Product Mz,Product Adduct,Product Charge,Retention Time,Area,Background,Peak Rank
Molecule [765.562724/765.562724],PCe 36:5,20200426_plate2_QC3_A1,766.57,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.2,5614831,551357,1
Molecule [765.562724/765.562724],PCe 36:5,20200426_plate2_QC3_A2,766.57,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.2,5358979,590604,1
Molecule [765.562724/765.562724],PCe 36:5,20200426_plate2_QC3_A3,766.57,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.2,5226123,638107,1
Molecule [765.562724/765.562724],PCe 36:5,20200426_plate2_QC3_A4,766.57,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.2,5045027,544757,1
Molecule [765.562724/765.562724],PCe 36:5,20200426_plate2_QC3_A5,766.57,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.2,5081623,494780,1
Molecule [765.562724/765.562724],PCe 36:5,20200426_plate2_QC3_A6,766.57,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.2,4929980,554005,1
Molecule [765.562724/765.562724],PCe 36:5,20200426_plate2_QC3_A7,766.57,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.2,4959073,446308,1
Molecule [765.562724/765.562724],PCe 36:5,20200426_plate2_QC3_A8,766.57,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.2,6225480,514063,1
Molecule [765.562724/765.562724],PCe 36:5,20200426_Sample81,766.57,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.2,20196522,1848093,1
Molecule [765.562724/765.562724],PCe 36:5,20200426_Sample82,766.57,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.21,12778167,646045,1
Molecule [765.562724/765.562724],PCe 36:5,20200426_Sample83,766.57,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.2,5558236,155274,1
Molecule [765.562724/765.562724],PCe 36:5,20200426_Sample84,766.57,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.2,24319190,970306,1
Molecule [767.582724/767.582724],PCe 36:4,20200426_plate2_QC3_A1,768.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.55,58667860,5676782,1
Molecule [767.582724/767.582724],PCe 36:4,20200426_plate2_QC3_A2,768.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.55,61912516,4613993,1
Molecule [767.582724/767.582724],PCe 36:4,20200426_plate2_QC3_A3,768.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.55,55954292,5231461,1
Molecule [767.582724/767.582724],PCe 36:4,20200426_plate2_QC3_A4,768.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.55,55986692,4840108,1
Molecule [767.582724/767.582724],PCe 36:4,20200426_plate2_QC3_A5,768.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.55,54718556,5361530,1
Molecule [767.582724/767.582724],PCe 36:4,20200426_plate2_QC3_A6,768.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.55,55153692,4417476,1
Molecule [767.582724/767.582724],PCe 36:4,20200426_plate2_QC3_A7,768.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.55,52065020,4481078,1
Molecule [767.582724/767.582724],PCe 36:4,20200426_plate2_QC3_A8,768.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.55,63404992,6202098,1
Molecule [767.582724/767.582724],PCe 36:4,20200426_Sample81,768.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.55,112723800,14779670,1
Molecule [767.582724/767.582724],PCe 36:4,20200426_Sample82,768.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.55,64632592,6023784,1
Molecule [767.582724/767.582724],PCe 36:4,20200426_Sample83,768.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.55,38866632,4750044,1
Molecule [767.582724/767.582724],PCe 36:4,20200426_Sample84,768.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.55,124205752,9920439,1
Molecule [769.602724/769.602724],PCe 36:3,20200426_plate2_QC3_A1,770.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.75,6311342,666942,1
Molecule [769.602724/769.602724],PCe 36:3,20200426_plate2_QC3_A2,770.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.75,6403509,626524,1
Molecule [769.602724/769.602724],PCe 36:3,20200426_plate2_QC3_A3,770.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.75,5774257,609180,1
Molecule [769.602724/769.602724],PCe 36:3,20200426_plate2_QC3_A4,770.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.75,5991304,516010,1
Molecule [769.602724/769.602724],PCe 36:3,20200426_plate2_QC3_A5,770.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.75,5828706,562301,1
Molecule [769.602724/769.602724],PCe 36:3,20200426_plate2_QC3_A6,770.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.75,5634790,496096,1
Molecule [769.602724/769.602724],PCe 36:3,20200426_plate2_QC3_A7,770.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.75,5740520,582530,1
Molecule [769.602724/769.602724],PCe 36:3,20200426_plate2_QC3_A8,770.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.75,6775041,539835,1
Molecule [769.602724/769.602724],PCe 36:3,20200426_Sample81,770.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.75,15116023,1954541,1
Molecule [769.602724/769.602724],PCe 36:3,20200426_Sample82,770.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.75,7003657,759204,1
Molecule [769.602724/769.602724],PCe 36:3,20200426_Sample83,770.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.75,5807664,290578,1
Molecule [769.602724/769.602724],PCe 36:3,20200426_Sample84,770.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.75,9956532,1020621,1
Molecule [791.582724/791.582724],PCe 38:6,20200426_plate2_QC3_A1,792.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.41,13429864,1235871,1
Molecule [791.582724/791.582724],PCe 38:6,20200426_plate2_QC3_A2,792.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.41,13201565,1223530,1
Molecule [791.582724/791.582724],PCe 38:6,20200426_plate2_QC3_A3,792.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.41,12745449,1056519,1
Molecule [791.582724/791.582724],PCe 38:6,20200426_plate2_QC3_A4,792.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.41,12659286,1258194,1
Molecule [791.582724/791.582724],PCe 38:6,20200426_plate2_QC3_A5,792.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.41,12873983,1130130,1
Molecule [791.582724/791.582724],PCe 38:6,20200426_plate2_QC3_A6,792.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.41,12404382,947681,1
Molecule [791.582724/791.582724],PCe 38:6,20200426_plate2_QC3_A7,792.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.42,12410428,1138407,1
Molecule [791.582724/791.582724],PCe 38:6,20200426_plate2_QC3_A8,792.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.41,14782520,1581589,1
Molecule [791.582724/791.582724],PCe 38:6,20200426_Sample81,792.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.41,28242778,3363730,1
Molecule [791.582724/791.582724],PCe 38:6,20200426_Sample82,792.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.41,19534918,1554705,1
Molecule [791.582724/791.582724],PCe 38:6,20200426_Sample83,792.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.41,8084011,522128,1
Molecule [791.582724/791.582724],PCe 38:6,20200426_Sample84,792.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.41,58362112,2896258,1
Molecule [793.602724/793.602724],PCe 38:5,20200426_plate2_QC3_A1,794.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.58,51608452,2781178,1
Molecule [793.602724/793.602724],PCe 38:5,20200426_plate2_QC3_A2,794.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.58,52720092,3408718,1
Molecule [793.602724/793.602724],PCe 38:5,20200426_plate2_QC3_A3,794.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.58,46585016,3001625,1
Molecule [793.602724/793.602724],PCe 38:5,20200426_plate2_QC3_A4,794.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.58,46291932,3761051,1
Molecule [793.602724/793.602724],PCe 38:5,20200426_plate2_QC3_A5,794.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.58,48472988,2726892,1
Molecule [793.602724/793.602724],PCe 38:5,20200426_plate2_QC3_A6,794.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.58,42311172,4323269,1
Molecule [793.602724/793.602724],PCe 38:5,20200426_plate2_QC3_A7,794.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.58,46230868,2407900,1
Molecule [793.602724/793.602724],PCe 38:5,20200426_plate2_QC3_A8,794.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.58,55954084,3273425,1
Molecule [793.602724/793.602724],PCe 38:5,20200426_Sample81,794.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.58,86900512,8394891,1
Molecule [793.602724/793.602724],PCe 38:5,20200426_Sample82,794.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.58,47677352,4365186,1
Molecule [793.602724/793.602724],PCe 38:5,20200426_Sample83,794.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.58,46059184,2989007,1
Molecule [793.602724/793.602724],PCe 38:5,20200426_Sample84,794.61,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.58,76584064,4510112,1
Molecule [819.612724/819.612724],PCe 40:6,20200426_plate2_QC3_A1,820.62,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.61,7901341,1169289,1
Molecule [819.612724/819.612724],PCe 40:6,20200426_plate2_QC3_A2,820.62,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.6,6342583,846745,1
Molecule [819.612724/819.612724],PCe 40:6,20200426_plate2_QC3_A3,820.62,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.6,6316492,770321,1
Molecule [819.612724/819.612724],PCe 40:6,20200426_plate2_QC3_A4,820.62,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.61,6107145,574256,1
Molecule [819.612724/819.612724],PCe 40:6,20200426_plate2_QC3_A5,820.62,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.6,7585583,886414,1
Molecule [819.612724/819.612724],PCe 40:6,20200426_plate2_QC3_A6,820.62,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.65,7166223,840639,1
Molecule [819.612724/819.612724],PCe 40:6,20200426_plate2_QC3_A7,820.62,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.6,6620547,1165802,1
Molecule [819.612724/819.612724],PCe 40:6,20200426_plate2_QC3_A8,820.62,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.6,8719186,1057750,1
Molecule [819.612724/819.612724],PCe 40:6,20200426_Sample81,820.62,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.6,10471904,1471738,1
Molecule [819.612724/819.612724],PCe 40:6,20200426_Sample82,820.62,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.6,6262886,840437,1
Molecule [819.612724/819.612724],PCe 40:6,20200426_Sample83,820.62,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.61,8615250,3702771,1
Molecule [819.612724/819.612724],PCe 40:6,20200426_Sample84,820.62,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.6,6649212,1130652,1
Molecule [699.520324/699.520324],PEp 34:2,20200426_plate2_QC3_A1,700.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.67,325577,0,1
Molecule [699.520324/699.520324],PEp 34:2,20200426_plate2_QC3_A2,700.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.68,241835,0,1
Molecule [699.520324/699.520324],PEp 34:2,20200426_plate2_QC3_A3,700.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.67,291820,0,1
Molecule [699.520324/699.520324],PEp 34:2,20200426_plate2_QC3_A4,700.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.67,258424,1033,1
Molecule [699.520324/699.520324],PEp 34:2,20200426_plate2_QC3_A5,700.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.67,266113,2597,1
Molecule [699.520324/699.520324],PEp 34:2,20200426_plate2_QC3_A6,700.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.68,257956,0,1
Molecule [699.520324/699.520324],PEp 34:2,20200426_plate2_QC3_A7,700.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.68,178574,0,1
Molecule [699.520324/699.520324],PEp 34:2,20200426_plate2_QC3_A8,700.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.67,291930,2932,1
Molecule [699.520324/699.520324],PEp 34:2,20200426_Sample81,700.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.68,1112423,2344,1
Molecule [699.520324/699.520324],PEp 34:2,20200426_Sample82,700.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.67,557058,2965,1
Molecule [699.520324/699.520324],PEp 34:2,20200426_Sample83,700.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.68,369309,0,1
Molecule [699.520324/699.520324],PEp 34:2,20200426_Sample84,700.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.67,668673,4493,1
Molecule [710.472724/710.472724],PE 33:1 (d7),20200426_plate2_QC3_A1,711.48,[M+H],1,Ion [570.538649/570.538649],570.5381,[M+],1,5.54,2764439,4998,1
Molecule [710.472724/710.472724],PE 33:1 (d7),20200426_plate2_QC3_A2,711.48,[M+H],1,Ion [570.538649/570.538649],570.5381,[M+],1,5.54,2662069,28187,1
Molecule [710.472724/710.472724],PE 33:1 (d7),20200426_plate2_QC3_A3,711.48,[M+H],1,Ion [570.538649/570.538649],570.5381,[M+],1,5.55,2505161,0,1
Molecule [710.472724/710.472724],PE 33:1 (d7),20200426_plate2_QC3_A4,711.48,[M+H],1,Ion [570.538649/570.538649],570.5381,[M+],1,5.54,2607105,0,1
Molecule [710.472724/710.472724],PE 33:1 (d7),20200426_plate2_QC3_A5,711.48,[M+H],1,Ion [570.538649/570.538649],570.5381,[M+],1,5.54,2679402,0,1
Molecule [710.472724/710.472724],PE 33:1 (d7),20200426_plate2_QC3_A6,711.48,[M+H],1,Ion [570.538649/570.538649],570.5381,[M+],1,5.54,2332710,20420,1
Molecule [710.472724/710.472724],PE 33:1 (d7),20200426_plate2_QC3_A7,711.48,[M+H],1,Ion [570.538649/570.538649],570.5381,[M+],1,5.55,2726997,0,1
Molecule [710.472724/710.472724],PE 33:1 (d7),20200426_plate2_QC3_A8,711.48,[M+H],1,Ion [570.538649/570.538649],570.5381,[M+],1,5.54,2888757,4467,1
Molecule [710.472724/710.472724],PE 33:1 (d7),20200426_Sample81,711.48,[M+H],1,Ion [570.538649/570.538649],570.5381,[M+],1,5.55,2746141,0,1
Molecule [710.472724/710.472724],PE 33:1 (d7),20200426_Sample82,711.48,[M+H],1,Ion [570.538649/570.538649],570.5381,[M+],1,5.55,2631712,0,1
Molecule [710.472724/710.472724],PE 33:1 (d7),20200426_Sample83,711.48,[M+H],1,Ion [570.538649/570.538649],570.5381,[M+],1,5.54,2416720,8215,1
Molecule [710.472724/710.472724],PE 33:1 (d7),20200426_Sample84,711.48,[M+H],1,Ion [570.538649/570.538649],570.5381,[M+],1,5.54,2758989,0,1
Molecule [715.515224/715.515224],PE 34:2,20200426_plate2_QC3_A1,716.5225,[M+H],1,Ion [575.523049/575.523049],575.5225,[M+],1,5.42,1112306,4960,1
Molecule [715.515224/715.515224],PE 34:2,20200426_plate2_QC3_A2,716.5225,[M+H],1,Ion [575.523049/575.523049],575.5225,[M+],1,5.42,1060179,5277,1
Molecule [715.515224/715.515224],PE 34:2,20200426_plate2_QC3_A3,716.5225,[M+H],1,Ion [575.523049/575.523049],575.5225,[M+],1,5.44,1141589,12374,1
Molecule [715.515224/715.515224],PE 34:2,20200426_plate2_QC3_A4,716.5225,[M+H],1,Ion [575.523049/575.523049],575.5225,[M+],1,5.42,1047459,0,1
Molecule [715.515224/715.515224],PE 34:2,20200426_plate2_QC3_A5,716.5225,[M+H],1,Ion [575.523049/575.523049],575.5225,[M+],1,5.42,1113696,24483,1
Molecule [715.515224/715.515224],PE 34:2,20200426_plate2_QC3_A6,716.5225,[M+H],1,Ion [575.523049/575.523049],575.5225,[M+],1,5.42,957836,10856,1
Molecule [715.515224/715.515224],PE 34:2,20200426_plate2_QC3_A7,716.5225,[M+H],1,Ion [575.523049/575.523049],575.5225,[M+],1,5.42,1108539,17693,1
Molecule [715.515224/715.515224],PE 34:2,20200426_plate2_QC3_A8,716.5225,[M+H],1,Ion [575.523049/575.523049],575.5225,[M+],1,5.42,1274480,10708,1
Molecule [715.515224/715.515224],PE 34:2,20200426_Sample81,716.5225,[M+H],1,Ion [575.523049/575.523049],575.5225,[M+],1,5.42,511278,0,1
Molecule [715.515224/715.515224],PE 34:2,20200426_Sample82,716.5225,[M+H],1,Ion [575.523049/575.523049],575.5225,[M+],1,5.44,1494663,16366,1
Molecule [715.515224/715.515224],PE 34:2,20200426_Sample83,716.5225,[M+H],1,Ion [575.523049/575.523049],575.5225,[M+],1,5.42,883612,5754,1
Molecule [715.515224/715.515224],PE 34:2,20200426_Sample84,716.5225,[M+H],1,Ion [575.523049/575.523049],575.5225,[M+],1,5.42,476523,5604,1
Molecule [721.502724/721.502724],PEp 36:5,20200426_plate2_QC3_A1,722.51,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.27,112271,0,1
Molecule [721.502724/721.502724],PEp 36:5,20200426_plate2_QC3_A2,722.51,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.25,109881,0,1
Molecule [721.502724/721.502724],PEp 36:5,20200426_plate2_QC3_A3,722.51,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.26,99206,0,1
Molecule [721.502724/721.502724],PEp 36:5,20200426_plate2_QC3_A4,722.51,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.26,102318,0,1
Molecule [721.502724/721.502724],PEp 36:5,20200426_plate2_QC3_A5,722.51,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.25,81962,0,1
Molecule [721.502724/721.502724],PEp 36:5,20200426_plate2_QC3_A6,722.51,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.26,90953,0,1
Molecule [721.502724/721.502724],PEp 36:5,20200426_plate2_QC3_A7,722.51,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.25,64039,0,1
Molecule [721.502724/721.502724],PEp 36:5,20200426_plate2_QC3_A8,722.51,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.26,145400,0,1
Molecule [721.502724/721.502724],PEp 36:5,20200426_Sample81,722.51,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.26,744255,0,1
Molecule [721.502724/721.502724],PEp 36:5,20200426_Sample82,722.51,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.25,589102,0,1
Molecule [721.502724/721.502724],PEp 36:5,20200426_Sample83,722.51,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.26,163897,0,1
Molecule [721.502724/721.502724],PEp 36:5,20200426_Sample84,722.51,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.25,429920,0,1
Molecule [723.520324/723.520324],PEp 36:4,20200426_plate2_QC3_A1,724.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.6,843666,0,1
Molecule [723.520324/723.520324],PEp 36:4,20200426_plate2_QC3_A2,724.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.6,1007342,914,1
Molecule [723.520324/723.520324],PEp 36:4,20200426_plate2_QC3_A3,724.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.6,830389,1018,1
Molecule [723.520324/723.520324],PEp 36:4,20200426_plate2_QC3_A4,724.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.6,764077,0,1
Molecule [723.520324/723.520324],PEp 36:4,20200426_plate2_QC3_A5,724.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.6,753103,0,1
Molecule [723.520324/723.520324],PEp 36:4,20200426_plate2_QC3_A6,724.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.6,772759,0,1
Molecule [723.520324/723.520324],PEp 36:4,20200426_plate2_QC3_A7,724.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.6,723490,0,1
Molecule [723.520324/723.520324],PEp 36:4,20200426_plate2_QC3_A8,724.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.6,881602,0,1
Molecule [723.520324/723.520324],PEp 36:4,20200426_Sample81,724.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.6,3124821,10635,1
Molecule [723.520324/723.520324],PEp 36:4,20200426_Sample82,724.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.6,1851204,12925,1
Molecule [723.520324/723.520324],PEp 36:4,20200426_Sample83,724.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.6,778017,2252,1
Molecule [723.520324/723.520324],PEp 36:4,20200426_Sample84,724.5276,[M+H],1,Ion [364.200549/364.200549],364.2,[M+],1,5.6,1637533,3915,1
Molecule [725.520324/725.520324],PEp 36:3,20200426_plate2_QC3_A1,726.5276,[M+H],1,Ion [390.200549/390.200549],390.2,[M+],1,5.71,156435,0,1
Molecule [725.520324/725.520324],PEp 36:3,20200426_plate2_QC3_A2,726.5276,[M+H],1,Ion [390.200549/390.200549],390.2,[M+],1,5.71,180071,0,1
Molecule [725.520324/725.520324],PEp 36:3,20200426_plate2_QC3_A3,726.5276,[M+H],1,Ion [390.200549/390.200549],390.2,[M+],1,5.72,140423,0,1
Molecule [725.520324/725.520324],PEp 36:3,20200426_plate2_QC3_A4,726.5276,[M+H],1,Ion [390.200549/390.200549],390.2,[M+],1,5.73,186733,0,1
Molecule [725.520324/725.520324],PEp 36:3,20200426_plate2_QC3_A5,726.5276,[M+H],1,Ion [390.200549/390.200549],390.2,[M+],1,5.71,217027,0,1
Molecule [725.520324/725.520324],PEp 36:3,20200426_plate2_QC3_A6,726.5276,[M+H],1,Ion [390.200549/390.200549],390.2,[M+],1,5.73,129978,0,1
Molecule [725.520324/725.520324],PEp 36:3,20200426_plate2_QC3_A7,726.5276,[M+H],1,Ion [390.200549/390.200549],390.2,[M+],1,5.73,204902,0,1
Molecule [725.520324/725.520324],PEp 36:3,20200426_plate2_QC3_A8,726.5276,[M+H],1,Ion [390.200549/390.200549],390.2,[M+],1,5.71,193303,0,1
Molecule [725.520324/725.520324],PEp 36:3,20200426_Sample81,726.5276,[M+H],1,Ion [390.200549/390.200549],390.2,[M+],1,5.72,649449,0,1
Molecule [725.520324/725.520324],PEp 36:3,20200426_Sample82,726.5276,[M+H],1,Ion [390.200549/390.200549],390.2,[M+],1,5.72,402173,0,1
Molecule [725.520324/725.520324],PEp 36:3,20200426_Sample83,726.5276,[M+H],1,Ion [390.200549/390.200549],390.2,[M+],1,5.72,247531,0,1
Molecule [725.520324/725.520324],PEp 36:3,20200426_Sample84,726.5276,[M+H],1,Ion [390.200549/390.200549],390.2,[M+],1,5.72,259942,0,1
Molecule [739.515224/739.515224],PE 36:4,20200426_plate2_QC3_A1,740.5225,[M+H],1,Ion [599.523049/599.523049],599.5225,[M+],1,5.36,843952,5769,1
Molecule [739.515224/739.515224],PE 36:4,20200426_plate2_QC3_A2,740.5225,[M+H],1,Ion [599.523049/599.523049],599.5225,[M+],1,5.35,883498,0,1
Molecule [739.515224/739.515224],PE 36:4,20200426_plate2_QC3_A3,740.5225,[M+H],1,Ion [599.523049/599.523049],599.5225,[M+],1,5.36,780740,0,1
Molecule [739.515224/739.515224],PE 36:4,20200426_plate2_QC3_A4,740.5225,[M+H],1,Ion [599.523049/599.523049],599.5225,[M+],1,5.35,874317,0,1
Molecule [739.515224/739.515224],PE 36:4,20200426_plate2_QC3_A5,740.5225,[M+H],1,Ion [599.523049/599.523049],599.5225,[M+],1,5.36,691626,0,1
Molecule [739.515224/739.515224],PE 36:4,20200426_plate2_QC3_A6,740.5225,[M+H],1,Ion [599.523049/599.523049],599.5225,[M+],1,5.36,743406,0,1
Molecule [739.515224/739.515224],PE 36:4,20200426_plate2_QC3_A7,740.5225,[M+H],1,Ion [599.523049/599.523049],599.5225,[M+],1,5.35,726186,0,1
Molecule [739.515224/739.515224],PE 36:4,20200426_plate2_QC3_A8,740.5225,[M+H],1,Ion [599.523049/599.523049],599.5225,[M+],1,5.35,896055,2247,1
Molecule [739.515224/739.515224],PE 36:4,20200426_Sample81,740.5225,[M+H],1,Ion [599.523049/599.523049],599.5225,[M+],1,5.36,671147,0,1
Molecule [739.515224/739.515224],PE 36:4,20200426_Sample82,740.5225,[M+H],1,Ion [599.523049/599.523049],599.5225,[M+],1,5.35,1266069,0,1
Molecule [739.515224/739.515224],PE 36:4,20200426_Sample83,740.5225,[M+H],1,Ion [599.523049/599.523049],599.5225,[M+],1,5.36,753414,0,1
Molecule [739.515224/739.515224],PE 36:4,20200426_Sample84,740.5225,[M+H],1,Ion [599.523049/599.523049],599.5225,[M+],1,5.35,540341,0,1
Molecule [741.530824/741.530824],PE 36:3,20200426_plate2_QC3_A1,742.5381,[M+H],1,Ion [601.538649/601.538649],601.5381,[M+],1,5.48,565293,0,1
Molecule [741.530824/741.530824],PE 36:3,20200426_plate2_QC3_A2,742.5381,[M+H],1,Ion [601.538649/601.538649],601.5381,[M+],1,5.48,437007,6048,1
Molecule [741.530824/741.530824],PE 36:3,20200426_plate2_QC3_A3,742.5381,[M+H],1,Ion [601.538649/601.538649],601.5381,[M+],1,5.47,372315,6941,1
Molecule [741.530824/741.530824],PE 36:3,20200426_plate2_QC3_A4,742.5381,[M+H],1,Ion [601.538649/601.538649],601.5381,[M+],1,5.48,454294,32620,1
Molecule [741.530824/741.530824],PE 36:3,20200426_plate2_QC3_A5,742.5381,[M+H],1,Ion [601.538649/601.538649],601.5381,[M+],1,5.47,385443,2453,1
Molecule [741.530824/741.530824],PE 36:3,20200426_plate2_QC3_A6,742.5381,[M+H],1,Ion [601.538649/601.538649],601.5381,[M+],1,5.47,367047,1592,1
Molecule [741.530824/741.530824],PE 36:3,20200426_plate2_QC3_A7,742.5381,[M+H],1,Ion [601.538649/601.538649],601.5381,[M+],1,5.47,323697,37155,1
Molecule [741.530824/741.530824],PE 36:3,20200426_plate2_QC3_A8,742.5381,[M+H],1,Ion [601.538649/601.538649],601.5381,[M+],1,5.47,608344,17083,1
Molecule [741.530824/741.530824],PE 36:3,20200426_Sample81,742.5381,[M+H],1,Ion [601.538649/601.538649],601.5381,[M+],1,5.47,238833,2757,1
